-0.0028569,0
-0.0046242,0.046052
-0.0040979,0.092103
-0.0050354,0.13816
0.012333,0.18421
0.0061031,0.23026
0.00059072,0.27631
-0.014669,0.32236
-0.016258,0.36841
-0.019648,0.41447
0.026052,0.46052
0.0097237,0.50657
0.0025698,0.55262
-0.0097424,0.59867
-0.011464,0.64472
0.0054764,0.69078
0.015651,0.73683
-0.016933,0.78288
-0.004494,0.82893
-0.00084292,0.87498
-0.01992,0.92103
0.0084125,0.96709
-0.016941,1.0131
-0.033234,1.0592
-0.087978,1.1052
-0.10434,1.1513
-0.13737,1.1973
-0.14334,1.2434
-0.15407,1.2894
-0.13837,1.3355
-0.12428,1.3816
-0.13379,1.4276
-0.11006,1.4737
-0.10246,1.5197
-0.076254,1.5658
-0.04242,1.6118
-0.027921,1.6579
-0.01223,1.7039
0.018493,1.75
0.05563,1.796
0.086716,1.8421
0.11204,1.8881
0.15506,1.9342
0.19873,1.9802
0.21639,2.0263
0.24953,2.0723
0.26188,2.1184
0.30796,2.1644
0.33291,2.2105
0.37331,2.2565
0.41186,2.3026
0.45026,2.3486
0.48033,2.3947
0.48734,2.4407
0.51025,2.4868
0.54531,2.5328
0.56442,2.5789
0.58823,2.6249
0.60809,2.671
0.60391,2.7171
0.64119,2.7631
0.65063,2.8092
0.6584,2.8552
0.67226,2.9013
0.70397,2.9473
0.69381,2.9934
0.69914,3.0394
0.72213,3.0855
0.7475,3.1315
0.73404,3.1776
0.74229,3.2236
0.73432,3.2697
0.76408,3.3157
0.75142,3.3618
0.75754,3.4078
0.74409,3.4539
0.76287,3.4999
0.75834,3.546
0.74247,3.592
0.75352,3.6381
0.74726,3.6841
0.7511,3.7302
0.74539,3.7762
0.74358,3.8223
0.73247,3.8683
0.73666,3.9144
0.74446,3.9604
0.75099,4.0065
0.71857,4.0525
0.75049,4.0986
0.73845,4.1447
0.72132,4.1907
0.71306,4.2368
0.70554,4.2828
0.71734,4.3289
0.6986,4.3749
0.69753,4.421
0.70767,4.467
0.69998,4.5131
0.70148,4.5591
0.69457,4.6052
0.68264,4.6512
0.67878,4.6973
0.68928,4.7433
0.67214,4.7894
0.6884,4.8354
0.68227,4.8815
0.67521,4.9275
0.67048,4.9736
0.67236,5.0196
0.70237,5.0657
0.66451,5.1117
0.64874,5.1578
0.68226,5.2038
0.66814,5.2499
0.65461,5.2959
0.68643,5.342
0.66505,5.388
0.66187,5.4341
0.65064,5.4802
0.64735,5.5262
0.63999,5.5723
0.6532,5.6183
0.64674,5.6644
0.66365,5.7104
0.65397,5.7565
0.67487,5.8025
0.67237,5.8486
0.65904,5.8946
0.65475,5.9407
0.66932,5.9867
0.64659,6.0328
0.66508,6.0788
0.65196,6.1249
0.65498,6.1709
0.65261,6.217
0.66545,6.263
0.65228,6.3091
0.64981,6.3551
0.66636,6.4012
0.65698,6.4472
0.66522,6.4933
0.65847,6.5393
0.66506,6.5854
0.63709,6.6314
0.66775,6.6775
0.68198,6.7235
0.67418,6.7696
0.67322,6.8157
0.66203,6.8617
0.66654,6.9078
0.66745,6.9538
0.66625,6.9999
0.65723,7.0459
0.66226,7.092
0.66425,7.138
0.6614,7.1841
0.67477,7.2301
0.69196,7.2762
0.65351,7.3222
0.66817,7.3683
0.6526,7.4143
0.68017,7.4604
0.68135,7.5064
0.65072,7.5525
0.68686,7.5985
0.65664,7.6446
0.66982,7.6906
0.67859,7.7367
0.66911,7.7827
0.69062,7.8288
0.69521,7.8748
0.66908,7.9209
0.64863,7.9669
0.66405,8.013
0.65921,8.059
0.66003,8.1051
0.65638,8.1512
0.66842,8.1972
0.68867,8.2433
0.66042,8.2893
0.66474,8.3354
0.67917,8.3814
0.6796,8.4275
0.67229,8.4735
