0.0001026,0
8.7073e-05,0.0092103
-3.8176e-05,0.018421
4.2889e-05,0.027631
-2.9913e-05,0.036841
-8.9987e-05,0.046052
6.3475e-05,0.055262
6.7454e-06,0.064472
-1.8712e-05,0.073683
2.9173e-05,0.082893
9.8769e-05,0.092103
3.9293e-05,0.10131
1.9455e-05,0.11052
2.7978e-05,0.11973
5.122e-06,0.12894
-7.7447e-05,0.13816
7.8678e-05,0.14737
0.00014089,0.15658
-5.341e-05,0.16579
0.00019278,0.175
-1.7625e-05,0.18421
-2.4375e-05,0.19342
-8.976e-05,0.20263
-7.9234e-05,0.21184
-9.5297e-05,0.22105
3.5391e-05,0.23026
0.0001597,0.23947
5.2747e-05,0.24868
8.542e-05,0.25789
0.00013418,0.2671
-0.00024995,0.27631
-1.6756e-05,0.28552
3.5302e-05,0.29473
7.1725e-05,0.30394
-0.00013049,0.31315
-0.00010059,0.32236
7.9068e-05,0.33157
-1.1657e-05,0.34078
5.5309e-05,0.34999
-9.6064e-05,0.3592
-0.00016338,0.36841
7.612e-05,0.37762
0.00011933,0.38683
0.00016321,0.39604
-0.00015322,0.40525
-0.00013369,0.41447
-0.00014738,0.42368
-4.1663e-06,0.43289
-6.1551e-05,0.4421
0.00013142,0.45131
-0.00014551,0.46052
-0.00017423,0.46973
2.053e-05,0.47894
0.00011929,0.48815
-8.0282e-05,0.49736
-0.00012656,0.50657
-1.4933e-05,0.51578
-0.00016364,0.52499
1.7344e-06,0.5342
8.2839e-05,0.54341
2.1774e-05,0.55262
-0.00019092,0.56183
-5.3682e-05,0.57104
-3.0203e-05,0.58025
0.00018136,0.58946
9.1485e-05,0.59867
-5.7081e-06,0.60788
0.00013094,0.61709
-0.00010447,0.6263
-3.4827e-05,0.63551
0.00014126,0.64472
0.00015024,0.65393
7.3038e-05,0.66314
4.9075e-05,0.67235
-5.8613e-05,0.68157
7.449e-05,0.69078
-8.2815e-05,0.69999
5.7452e-05,0.7092
2.8184e-05,0.71841
0.00011393,0.72762
-4.2587e-05,0.73683
6.3614e-05,0.74604
7.9318e-05,0.75525
-8.9838e-05,0.76446
1.5624e-05,0.77367
0.00015973,0.78288
1.1244e-05,0.79209
-3.0862e-05,0.8013
4.5666e-05,0.81051
-2.751e-05,0.81972
4.4314e-05,0.82893
-1.3477e-05,0.83814
-1.8328e-06,0.84735
4.6079e-05,0.85656
0.00013623,0.86577
4.5187e-05,0.87498
0.00016484,0.88419
-0.00020284,0.8934
-4.4926e-05,0.90261
2.3599e-05,0.91182
-8.3517e-05,0.92103
-0.0001276,0.93024
6.1704e-05,0.93945
6.127e-05,0.94867
2.8938e-05,0.95788
3.9532e-05,0.96709
-8.7056e-05,0.9763
-4.9769e-05,0.98551
-1.0667e-05,0.99472
-6.8783e-05,1.0039
3.3188e-05,1.0131
0.00023652,1.0223
-4.8223e-05,1.0316
6.4745e-05,1.0408
-0.00010344,1.05
0.00013396,1.0592
-9.6914e-05,1.0684
2.0872e-05,1.0776
-6.1859e-05,1.0868
5.1202e-05,1.096
1.1354e-06,1.1052
-4.3989e-06,1.1145
0.00029491,1.1237
-6.3005e-05,1.1329
-4.6879e-06,1.1421
0.0002683,1.1513
-0.00011467,1.1605
5.53e-05,1.1697
-0.00010765,1.1789
0.00010306,1.1881
3.2753e-05,1.1973
6.5212e-05,1.2066
-2.7886e-05,1.2158
2.4519e-05,1.225
0.00014725,1.2342
-0.00022751,1.2434
-0.00016333,1.2526
4.1547e-05,1.2618
-6.5477e-05,1.271
-2.9635e-05,1.2802
-0.00014969,1.2894
-9.0483e-05,1.2987
-4.0418e-05,1.3079
-7.258e-05,1.3171
-8.6649e-05,1.3263
-4.2185e-05,1.3355
-9.4267e-05,1.3447
0.00013419,1.3539
-9.8843e-05,1.3631
0.00018179,1.3723
-3.7444e-05,1.3816
-0.00014517,1.3908
-6.1868e-05,1.4
9.345e-05,1.4092
0.00010559,1.4184
1.6023e-05,1.4276
2.874e-05,1.4368
6.3291e-05,1.446
-0.0001459,1.4552
-5.8171e-05,1.4644
-0.00018301,1.4737
-4.491e-05,1.4829
9.4927e-05,1.4921
7.1744e-05,1.5013
0.00022878,1.5105
